img_file,predicted_class,probabilities
8229e5fc-569e-4b6d-b9a3-2605f602721b.png,sharp,"[0.010876333341002464, 0.9891235828399658]"
b8bd567f-f20a-42e8-b9a5-12de842612f5.png,sharp,"[0.04637961834669113, 0.9536203145980835]"
3d5c2532-2c04-46a6-a695-d69a3635c5f2.png,sharp,"[8.27642870717682e-05, 0.9999172687530518]"
53652640-244b-4f86-bdd2-d0e98401d574.png,sharp,"[0.042552411556243896, 0.9574475884437561]"
69102818-ba26-4414-bd28-e0c3205f1489.png,blurred,"[0.6739045977592468, 0.32609546184539795]"
900ded10-7e4e-4a14-b3f0-eb95a212254d.png,sharp,"[0.021479716524481773, 0.9785203337669373]"
f64f7421-cd3b-4584-a723-40a43ce168b8.png,blurred,"[0.9035546779632568, 0.09644532948732376]"
441959f3-bb52-4738-abe7-80207c897275.png,sharp,"[0.41784054040908813, 0.5821595191955566]"
188ae256-7d0e-4ca2-a744-f724c0a66157.png,sharp,"[0.2561279237270355, 0.7438720464706421]"
22b62bbe-21e8-47bc-aaee-85d7149008e2.png,sharp,"[0.035198744386434555, 0.9648012518882751]"
4687f9b5-6d4c-4424-b935-e0ab51fe422e.png,sharp,"[0.0015010571805760264, 0.9984989166259766]"
082da113-2f63-4dfe-9554-21d0829f8d49.png,sharp,"[0.13740181922912598, 0.862598180770874]"
219e7d3c-1fee-4d45-aa3a-50739accff72.png,sharp,"[0.00919649563729763, 0.9908034801483154]"
5fec5a73-838d-43a0-a336-5234fe718710.png,blurred,"[0.9999899864196777, 9.953994776878972e-06]"
c3f38255-c92e-4b08-8f21-3b9d41aa7043.png,sharp,"[0.237340047955513, 0.7626599669456482]"
40b58d27-dd7c-406e-916f-08db8a56bc7b.png,blurred,"[0.6519853472709656, 0.3480146527290344]"
a6c117ed-4a47-414a-884c-609d4dc6d8a9.png,blurred,"[0.9999938011169434, 6.246885277505498e-06]"
50662b8e-3840-4feb-ad25-585bc4bd0401.png,sharp,"[0.010086814872920513, 0.9899131059646606]"
5abb79da-acf1-4089-81ab-567346e6a284.png,sharp,"[0.026869365945458412, 0.9731306433677673]"
0a42b861-7a39-4f37-9ae4-ad167608b4b6.png,sharp,"[0.0018804254941642284, 0.9981195330619812]"
d2027b6b-6ad1-4d19-a52b-a3e222604788.png,sharp,"[0.24900631606578827, 0.7509937286376953]"
993c9d0f-d12b-4c15-9904-8a75f94817a5.png,sharp,"[0.0009240412036888301, 0.9990758895874023]"
ef33f648-edd1-4f97-8d41-dd71a4edfdbc.png,blurred,"[0.9981744289398193, 0.0018255353206768632]"
f6cd60a5-3020-4e97-8f40-46f621c29255.png,blurred,"[0.9993317723274231, 0.0006681751692667603]"
081daca6-6b2a-49e6-b8ba-4b594c236bc0.png,blurred,"[0.998045802116394, 0.001954220235347748]"
aa5a3ec7-2547-423a-b270-3a4c8b8970ea.png,blurred,"[0.5100395083427429, 0.4899604618549347]"
6086388c-af79-4ae7-aaf8-8f4bf39c46ca.png,sharp,"[0.0005232318071648479, 0.9994768500328064]"
ea4369dd-216f-4289-8225-60093e9fe89b.png,blurred,"[0.9916472434997559, 0.008352776058018208]"
031c03ad-60ab-4f61-b4a3-7f0853cf0ccc.png,sharp,"[0.19101472198963165, 0.8089852929115295]"
79590a6e-0585-479f-8c0a-72a326e40c42.png,sharp,"[0.1212126612663269, 0.8787873387336731]"
ef785b41-5c4e-4490-821b-bc98ab102721.png,blurred,"[0.9930061101913452, 0.006993836257606745]"
bb52d864-8da7-4015-af56-aa17de7b49ec.png,sharp,"[0.3394845724105835, 0.6605154275894165]"
79c7c44f-2b99-446e-a738-bb08d511f32b.png,blurred,"[0.9434418082237244, 0.05655825138092041]"
f92e6517-dc4c-467a-92f3-152c46da729b.png,sharp,"[0.014325497671961784, 0.9856744408607483]"
3a751ceb-9a56-4987-a297-64ce8f8051c7.png,blurred,"[0.8126643896102905, 0.1873355507850647]"
f0b452c8-5298-4766-9aa1-2558ae4749f4.png,sharp,"[0.0009147461969405413, 0.9990853071212769]"
76154a4a-06ae-487d-a549-ecb89dc5f66d.png,sharp,"[6.906402632012032e-07, 0.9999992847442627]"
2c9f7718-1cb3-4348-98b7-208003b3a6f8.png,sharp,"[0.0065993983298540115, 0.9934005737304688]"
3a04031b-1652-4fde-8a2e-d4f73cceb6a8.png,sharp,"[0.014995415695011616, 0.9850045442581177]"
817e0a29-71d7-4efa-a613-276b1d5a279b.png,sharp,"[0.008539210073649883, 0.9914608001708984]"
c3e3c8fa-a0b4-45a7-a815-869327454213.png,sharp,"[0.0053323497995734215, 0.994667649269104]"
7b737326-08a4-4fc9-ab62-f30249400d7d.png,blurred,"[0.7231302261352539, 0.2768697440624237]"
90e169e2-e087-4cea-bcc0-efb59102fb9c.png,sharp,"[0.0004934678436256945, 0.9995064735412598]"
d13f51a6-5e23-4965-ba13-df2a28a7e609.png,sharp,"[0.014501875266432762, 0.9854980707168579]"
7994ab75-5655-47b8-8638-37734aa8e7be.png,blurred,"[0.7798346281051636, 0.22016537189483643]"
d588f59c-796c-43e3-8c1c-6846deb7e866.png,sharp,"[0.01674865186214447, 0.9832513332366943]"
a21e915c-5263-4617-b977-438d925351aa.png,blurred,"[0.8903799653053284, 0.10961998999118805]"
04b5d0b3-ad58-4b11-a23e-a490485b35d1.png,sharp,"[0.2196091264486313, 0.7803908586502075]"
75c9f476-c935-4c11-ac61-a17b747db9d0.png,sharp,"[0.01621011644601822, 0.98378986120224]"
d66d848b-4057-4c36-ae40-83854e94d6e1.png,blurred,"[0.9923256635665894, 0.007674385793507099]"
8e783a19-180e-4e02-bb2b-05e9e909daac.png,sharp,"[0.343878835439682, 0.6561210751533508]"
e48eb153-3fbf-4d67-8376-55df8919c08a.png,sharp,"[0.0004905807436443865, 0.9995094537734985]"
35d6c80b-8c38-4474-aa7d-44bba4f763b9.png,blurred,"[0.9961724877357483, 0.003827485954388976]"
fb744b43-fbc5-450d-a5db-a3039f237dbd.png,blurred,"[0.9710087776184082, 0.02899116277694702]"
ab159eec-60c0-46b0-a8dd-9c2d73f404ce.png,blurred,"[0.9620060324668884, 0.037993963807821274]"
47767de9-735b-421e-9ff9-20f2dc5d0c3e.png,sharp,"[0.49268341064453125, 0.507316529750824]"
63c7456b-d6d8-4383-a912-8feb7d80fc94.png,blurred,"[0.9507506489753723, 0.04924938827753067]"
65db45aa-6936-42e5-85a4-0b35db586a33.png,blurred,"[0.5864908695220947, 0.41350916028022766]"
2ffcef78-68c9-4e5c-9d46-2478661eaec8.png,sharp,"[0.0003047986247111112, 0.9996951818466187]"
fd0b18f1-bbb6-40f9-82d2-e27854d7fe5c.png,blurred,"[0.8680174350738525, 0.13198257982730865]"
d8666532-e831-4e86-9642-16caebe20350.png,blurred,"[0.8312360644340515, 0.16876401007175446]"
2544279a-2e9b-4bb5-881e-7acfb20522b2.png,sharp,"[0.26553091406822205, 0.7344691157341003]"
fad1d18f-ee7d-429c-adb1-a4c5fca581db.png,blurred,"[0.7119460105895996, 0.2880539298057556]"
9d4ce1d4-3556-4032-8d19-a0d092ff485b.png,sharp,"[0.005416802130639553, 0.9945831894874573]"
940e9f71-97c4-481c-b900-da24d5025dc0.png,blurred,"[0.7216132283210754, 0.27838680148124695]"
468936df-d063-4b3f-adc1-1908666ef5a1.png,blurred,"[0.9200692176818848, 0.07993078976869583]"
47b776c8-c5bd-4e4a-8c54-3766fdb3a88c.png,sharp,"[0.09889473021030426, 0.9011052846908569]"
e2c93f77-f853-47f6-952c-3fd5a68de7d0.png,blurred,"[0.877787709236145, 0.12221234291791916]"
ec2a3127-5503-4ca7-b2d7-fe862e1d26f4.png,sharp,"[0.4441411793231964, 0.555858850479126]"
5fb00a19-26aa-4b5f-b243-fd9f146f9fb9.png,sharp,"[0.09874185919761658, 0.9012581706047058]"
551eefaf-a721-49a0-a65a-8909a79e427d.png,sharp,"[0.3095935583114624, 0.6904064416885376]"
820fe57e-37db-4d98-b4b6-0976cc76018e.png,sharp,"[0.010809297673404217, 0.9891906976699829]"
b9c2e9a2-cd4a-4b6a-a744-6256b61ab29f.png,blurred,"[0.9996232986450195, 0.0003766267327591777]"
a0590869-c943-4604-9aff-3b33c52565a1.png,sharp,"[0.09230158478021622, 0.907698392868042]"
97d99d50-b92b-43fb-b018-d2cd1329f3bb.png,sharp,"[0.1252429038286209, 0.8747570514678955]"
37d373cc-32fb-4e11-8a06-c5b316924281.png,sharp,"[0.0006171712302602828, 0.9993828535079956]"
bb9bc574-cef3-4a2a-b9b1-75db5c0e813c.png,sharp,"[0.0026947190053761005, 0.9973052740097046]"
94c45a16-a5fd-45e1-8cdb-de5ce72ca4ea.png,blurred,"[0.8385060429573059, 0.16149400174617767]"
df0d00fb-167f-4566-9a10-fcab45ad7708.png,sharp,"[0.0013649557949975133, 0.9986349940299988]"
4130104f-91e2-4967-8f77-219dec2ab385.png,blurred,"[0.998965859413147, 0.0010341040324419737]"
f6a17d65-9e52-4ded-a043-e7a15d5b8681.png,sharp,"[0.42009302973747253, 0.5799070000648499]"
4a124cf1-9cbb-4c0b-adba-82db52bce6e9.png,sharp,"[0.08786073327064514, 0.9121392369270325]"
8383a551-35ec-4946-8724-f6ca4e3c7c53.png,blurred,"[0.9999974966049194, 2.5622573502914747e-06]"
51de133f-0ae6-4a24-81bf-8312afddcd6e.png,blurred,"[0.9973914623260498, 0.00260851695202291]"
379022ae-e36e-4b15-8b23-cc4a45282da0.png,sharp,"[0.0013603618135675788, 0.9986396431922913]"
ef8149c3-95e3-411b-ab45-f8e46b2fdf30.png,sharp,"[3.417052357690409e-05, 0.9999657869338989]"
e4c4e7e4-e028-4edf-9911-7c02b4a6dbbf.png,sharp,"[0.030345940962433815, 0.9696540236473083]"
3aa3eddd-ba49-4cfa-8e34-74df41d4120c.png,sharp,"[0.28321972489356995, 0.7167802453041077]"
bd2d2a9d-167e-4b6a-82ad-b93d9e1719df.png,sharp,"[0.4213550090789795, 0.5786449909210205]"
3ca9b441-9543-405c-adfb-deba076e1e59.png,blurred,"[0.9591006636619568, 0.04089931771159172]"
1976f613-401a-4234-a85e-a4eafad8a8e3.png,sharp,"[0.006898863706737757, 0.9931011199951172]"
5ea659af-4b8f-4663-99f0-0d23e1cb229b.png,sharp,"[0.2641617953777313, 0.7358381748199463]"
83459b4d-4216-46b3-b573-4021c6e1692f.png,sharp,"[0.04619722068309784, 0.9538028240203857]"
fda15a36-4d8d-4cd4-ae36-625b4054fae0.png,sharp,"[0.24231158196926117, 0.7576884031295776]"
50a5b1f3-2ecc-47b9-b1f3-590d3e8f303f.png,blurred,"[0.7766581177711487, 0.2233419269323349]"
b718bc28-bd33-41ae-aa37-e4e0abc2af2a.png,sharp,"[0.050794120877981186, 0.9492058753967285]"
4bb0eff1-4a24-46f0-99b5-40e58306d9a3.png,sharp,"[0.0031832417007535696, 0.9968168139457703]"
8449984e-64bd-4ddf-8ac3-bd2bd91273a2.png,sharp,"[0.00393262505531311, 0.9960674047470093]"
260924da-a830-4ca5-97e5-b3fde8b41ddb.png,blurred,"[0.9113555550575256, 0.08864439278841019]"
8d13674c-d16e-4b01-b281-af30b245ebf2.png,blurred,"[0.6385456323623657, 0.3614543378353119]"
2a227893-e53f-4c98-bd63-5f5458432686.png,sharp,"[0.07923469692468643, 0.9207652807235718]"
fe4e6b75-0302-4aea-b696-8cf1b2e46d91.png,blurred,"[0.9999877214431763, 1.2248732673469931e-05]"
f0f90ef7-a16e-468b-8ff2-a233d46d21dc.png,blurred,"[0.8948860168457031, 0.1051139235496521]"
9328662c-45d4-431b-8aec-8141fbd9ca7b.png,sharp,"[0.0028726879972964525, 0.99712735414505]"
0905eb6a-9ce2-4883-944a-59243ac52279.png,blurred,"[0.902146577835083, 0.09785343706607819]"
87f212e3-a3ba-44b4-9eb5-2a7518b694ff.png,sharp,"[0.0004905807436443865, 0.9995094537734985]"
1f9f2c0f-a1b1-4bdb-b58c-cd6e3a07d0d7.png,sharp,"[0.0787564069032669, 0.9212435483932495]"
8a33c05a-74cf-498e-9208-bd0e15533d8b.png,blurred,"[0.7086043357849121, 0.2913956642150879]"
4e79c701-e24c-4f1f-a13d-62acf57b7f91.png,sharp,"[0.003167345654219389, 0.9968326687812805]"
1dead0ad-25fd-4f6d-9594-6f17c1ec8eea.png,blurred,"[0.6772342920303345, 0.3227657079696655]"
815a061a-4cbb-4978-9e98-8ee1999ed386.png,blurred,"[0.7259906530380249, 0.2740093171596527]"
b60d5d85-c56e-4f11-bd30-69b28a597f09.png,blurred,"[0.9821512699127197, 0.017848702147603035]"
ae44c0d0-6a3c-4572-ba61-d235786def56.png,sharp,"[0.443918913602829, 0.5560810565948486]"
a82f38b9-1426-4fba-b7f8-97f871a89778.png,sharp,"[0.017114242538809776, 0.9828858375549316]"
0f1fc3e9-153f-491b-b168-04f21a3f3613.png,blurred,"[0.9999620914459229, 3.794530130107887e-05]"
09c0e95b-b021-493e-b0d6-97157c2b9d6a.png,blurred,"[0.7817539572715759, 0.21824605762958527]"
692f5377-462e-4b3a-aa30-6f60667ee66f.png,sharp,"[0.04088315740227699, 0.9591168761253357]"
637d1f9f-02e3-4e3e-9f81-c5ff93e0d884.png,sharp,"[0.48352688550949097, 0.5164731740951538]"
296b2aa3-1167-46db-8e2f-a0abfea3ca7e.png,sharp,"[0.0001308227947447449, 0.9998691082000732]"
58f6adc6-6c7a-4749-b139-299f7fa0f819.png,sharp,"[0.11431578546762466, 0.8856841921806335]"
2977de07-ed40-437f-915b-d77c76e08a32.png,blurred,"[0.9825623035430908, 0.01743767037987709]"
0b73fdab-3539-40bb-ba19-da4934c36753.png,blurred,"[0.9999935626983643, 6.479706371464999e-06]"
a18dccc8-7ea8-459f-ac4b-ae5a90dff3c8.png,sharp,"[0.04643381014466286, 0.9535662531852722]"
eeeee943-dcff-4201-83b3-9ea3e00495e9.png,sharp,"[1.4970763686505961e-06, 0.9999984502792358]"
53a8b25d-1116-440d-bd27-a706a77e65e2.png,blurred,"[0.797010600566864, 0.20298945903778076]"
72fd997d-671a-404d-920e-e4f09b4f4d77.png,blurred,"[0.9999668598175049, 3.3156185963889584e-05]"
579fefd2-c014-4ee5-8ae8-dba67680cb72.png,sharp,"[0.005757671780884266, 0.994242250919342]"
fa8d38af-10e5-4158-8dc7-109bbb0aa91c.png,blurred,"[0.6264106035232544, 0.373589426279068]"
63aa969b-90d7-47df-a696-5f1a31187cfa.png,sharp,"[0.0040586162358522415, 0.9959413409233093]"
3cc8e7aa-467a-44e3-8d5e-331072c35c3e.png,sharp,"[0.0017963594291359186, 0.9982036352157593]"
707d57c9-b162-46b2-a19d-d00d1863a444.png,blurred,"[0.988050639629364, 0.011949422769248486]"
dcab451b-bab3-4a02-b449-7c440c78f7d2.png,blurred,"[0.6773658990859985, 0.32263410091400146]"
7ff96b5c-bc81-45d4-b27a-42c46eb8a0b0.png,blurred,"[0.9584168791770935, 0.04158315062522888]"
12d04f75-e8ef-41b4-8a01-7c080fdd7922.png,sharp,"[0.4578542113304138, 0.5421457886695862]"
8119bfa1-25af-4051-bfe6-6c6336c1bbd7.png,sharp,"[0.15636126697063446, 0.8436387777328491]"
8507777f-bd71-4d90-ae43-dc10afb278d0.png,sharp,"[0.3600756525993347, 0.6399243474006653]"
15ed18bd-5264-4ae4-a88f-ab939dcb2d37.png,sharp,"[0.24838295578956604, 0.7516170740127563]"
d1a0d8bc-89f2-45f3-80aa-8b4d426fa903.png,sharp,"[0.0013604899868369102, 0.9986395239830017]"
e5992b7e-76a1-408c-a0cc-70750200d39f.png,sharp,"[0.023695293813943863, 0.9763046503067017]"
46853ad1-6985-4f6b-995b-5e7abb0349ed.png,blurred,"[0.9668033123016357, 0.03319668769836426]"
79c048b1-e45d-4328-b939-578edee4f8e6.png,blurred,"[0.9711662530899048, 0.028833750635385513]"
c7bb89b1-1315-4281-aea6-92953b9e00e2.png,sharp,"[1.8181934137828648e-05, 0.9999817609786987]"
66b5a83c-e3bb-4cf2-8a4a-7c5ed6530e10.png,sharp,"[0.0026578560937196016, 0.9973421692848206]"
12556e1d-5ad6-4bd1-b49f-929565ed735e.png,sharp,"[2.6225279725622386e-05, 0.9999737739562988]"
3f0d158a-64e1-4298-8df2-b9ca8abaaf4d.png,sharp,"[0.32062965631484985, 0.6793703436851501]"
2f4ce2b7-d9e3-47c8-a385-dea90e6d9d35.png,sharp,"[0.00644183112308383, 0.9935582280158997]"
4a48e199-4c78-4437-b032-46e5846ec5fc.png,blurred,"[0.5350927710533142, 0.4649071991443634]"
a5fe41dd-0661-404b-a0d5-8273e471adda.png,sharp,"[0.0075797587633132935, 0.9924202561378479]"
f277eef6-db39-47bc-a201-fcf79cd10d2d.png,sharp,"[0.1700456440448761, 0.8299543857574463]"
ce86bd8d-7f73-4b11-a45c-8c62c8a0c5d7.png,blurred,"[0.7565663456916809, 0.24343366920948029]"
38827b63-7b9c-4609-ac11-df538565cd81.png,sharp,"[0.0002999767893925309, 0.9997000694274902]"
72a242db-5132-4a0e-a030-bf08f64a864a.png,blurred,"[0.9776525497436523, 0.02234744466841221]"
b479612a-96f6-4a27-a512-2be7d2a51a7e.png,sharp,"[0.04380544647574425, 0.9561945796012878]"
57310dff-09a1-4c2f-877a-77b9de27df5b.png,blurred,"[0.9914445281028748, 0.008555470034480095]"
63d17a2d-b543-4cd3-af74-8e512201dab5.png,blurred,"[0.999834418296814, 0.00016549979045521468]"
d71ef5fa-fc21-42d2-beef-870efccdf741.png,sharp,"[0.00209842249751091, 0.9979015588760376]"
387d3bcd-cf06-4bcc-aed7-95b8b058847c.png,sharp,"[0.3165070712566376, 0.6834929585456848]"
acec8f6b-7d7a-4738-b605-e4f3eb3f88f8.png,blurred,"[0.9019942879676819, 0.09800578653812408]"
5590d49b-6ddb-43a6-809e-a56655e2bd10.png,sharp,"[0.034114088863134384, 0.9658858776092529]"
d53eff88-45fc-42d2-9ef0-7913edb607b3.png,blurred,"[0.9997461438179016, 0.00025390501832589507]"
8f0bce5c-f249-447f-9d10-02cd53a9314d.png,sharp,"[0.3958013951778412, 0.6041985750198364]"
287cd122-d4d6-4b7e-bc84-6cae2e9bab01.png,sharp,"[0.19600743055343628, 0.8039926290512085]"
1f039e78-9fff-44a6-8c61-4bcf95e39456.png,sharp,"[0.19180431962013245, 0.8081956505775452]"
7597acdc-4251-49cc-b68d-43e3c7c69440.png,blurred,"[0.8772894144058228, 0.12271060049533844]"
910f79a0-6820-4d2c-b6e2-beceb55d4b64.png,sharp,"[0.0007815808057785034, 0.9992183446884155]"
5400d66b-c3b4-4bc5-97b9-7c4ff7f4a8f0.png,blurred,"[0.8314682841300964, 0.1685316562652588]"
32bb125b-1851-4e1f-862d-13344f2612b9.png,sharp,"[0.0002696240844670683, 0.9997304081916809]"
72ded582-13e0-4599-810a-77c74e4239c4.png,sharp,"[0.19892266392707825, 0.8010773658752441]"
7c41bf2a-2338-4d5c-a5bc-994687d77fee.png,sharp,"[0.1123514249920845, 0.8876486420631409]"
465d07e1-488c-4139-be3e-85d457f20515.png,sharp,"[0.0008477732189930975, 0.9991521835327148]"
7a901541-b279-4e16-8618-76cce758358a.png,sharp,"[0.01741424761712551, 0.9825857877731323]"
5d0edfd6-170b-40ba-af1a-bb33871b8887.png,sharp,"[0.001970260636880994, 0.9980297684669495]"
013a0b93-21ec-4a16-8bea-6bcea6eb4d1c.png,sharp,"[0.22645336389541626, 0.7735466361045837]"
b0684d35-0d6d-4f94-9aa7-72d6a88f22d5.png,sharp,"[0.07588604092597961, 0.9241139888763428]"
1ca08a76-0c23-4a71-9840-731e57df7003.png,sharp,"[0.012883489020168781, 0.9871165156364441]"
e481adef-f1d1-4ac7-ad7c-a2bdf8f7cf58.png,sharp,"[0.0005352899897843599, 0.9994646906852722]"
50718f2f-2557-460d-90cd-bdae273e8f2d.png,sharp,"[0.3481574058532715, 0.6518425941467285]"
76964f22-9c50-44b7-9a73-61b8c979bff7.png,sharp,"[0.020098678767681122, 0.9799013137817383]"
2d236675-00e8-4f66-8355-2119b5528e2b.png,sharp,"[0.0494200773537159, 0.9505798816680908]"
4a4e2135-5007-407d-90c4-a12524cc1f14.png,blurred,"[0.9682711958885193, 0.031728778034448624]"
1c33515e-b125-4d51-8b4f-3f90d9bf68d1.png,sharp,"[0.0009119726601056755, 0.9990880489349365]"
e5fa705d-b392-424a-b218-6b7a0329c280.png,sharp,"[0.10695470869541168, 0.8930453658103943]"
d7d4a0c2-8897-4d8a-905d-f62e58d3d24e.png,sharp,"[0.04622570797801018, 0.9537742733955383]"
591ce7c7-ade7-4fe3-a68b-540957522d95.png,blurred,"[0.9070334434509277, 0.09296657145023346]"
6785a97e-1334-4f30-83ba-d23c6779c767.png,blurred,"[0.999158501625061, 0.0008415341726504266]"
e2bf4aef-038e-42ee-b8d5-f9ad5d9ca225.png,sharp,"[0.08215166628360748, 0.9178483486175537]"
7630b799-7d56-416e-a5fc-61b51823624a.png,sharp,"[0.4672575294971466, 0.5327425003051758]"
7d76428f-9c3c-4522-930e-4afd70db9b5a.png,sharp,"[0.004419747740030289, 0.99558025598526]"
3d78d890-afb4-4cd7-b2af-297e98df0fcd.png,sharp,"[0.3388670086860657, 0.6611329913139343]"
ceb816fe-35c2-4ae3-8001-8bc2c281ab21.png,sharp,"[0.06722158193588257, 0.9327784180641174]"
9fba00eb-887c-49ee-830e-b0d05da82984.png,blurred,"[0.7753670811653137, 0.22463290393352509]"
b68dbbe5-7ac7-4e69-85a7-70a36bc5260e.png,blurred,"[0.9897079467773438, 0.010292110033333302]"
54550153-babe-4f6b-b858-b2a01ea4ea5c.png,sharp,"[0.06689377874135971, 0.9331061840057373]"
f1b5e55e-fbe1-4786-b8c0-8b5af3091d1b.png,blurred,"[0.9992595314979553, 0.0007403997587971389]"
a6fed723-7ee7-4a05-8bdc-e5448b2b6fab.png,blurred,"[0.7587491273880005, 0.2412509024143219]"
fcfd3ebd-683f-4363-af1f-f21c28c81ba5.png,sharp,"[0.0035155131481587887, 0.9964845180511475]"
88717d30-0dfb-4366-9c68-67b07f8ea7d1.png,sharp,"[0.0020794947631657124, 0.997920572757721]"
42ea76a1-7181-4321-8c25-9510c4305fba.png,blurred,"[0.9399977922439575, 0.06000224128365517]"
51fcd925-6f6a-4c94-adad-4b0461ad30d4.png,sharp,"[0.19046056270599365, 0.8095394372940063]"
a1b2aa1e-0dc6-4a54-876e-efe226ab32d9.png,sharp,"[0.4831139147281647, 0.5168860554695129]"
342116ad-bb1a-4534-a26f-9655d8407c7f.png,blurred,"[0.850624144077301, 0.14937587082386017]"
d4eda18b-7f5f-4c86-b0ed-7372dbc23337.png,blurred,"[0.9800138473510742, 0.019986094906926155]"
a75adf39-eeb7-44fe-bcdf-1557bfa6346f.png,sharp,"[0.002127095591276884, 0.9978729486465454]"
938a8bfc-5a04-44ba-8a12-228f80af99df.png,blurred,"[0.9341161847114563, 0.06588386744260788]"
2b8f3588-7b29-4466-b510-645f1def1df5.png,blurred,"[0.9433826208114624, 0.05661746487021446]"
9534d9c0-1b52-4e1b-bfd9-1212f7a75b52.png,sharp,"[0.22013278305530548, 0.7798672914505005]"
ba0ce3d1-c471-43e8-8570-45014a52bae9.png,sharp,"[0.008455606177449226, 0.9915443658828735]"
13dabc00-8a3c-4101-a8e2-1465118ebe04.png,sharp,"[0.0065798889845609665, 0.9934200644493103]"
7403521f-e78c-419a-8e23-3a3a18ce1ddb.png,sharp,"[0.26039421558380127, 0.7396057844161987]"
91a74dc3-70c5-47f5-835d-0439ca237a1d.png,blurred,"[0.5083231925964355, 0.49167677760124207]"
5e29986f-cc4c-4649-9988-c6aea8fca38b.png,blurred,"[0.8111059069633484, 0.18889407813549042]"
b11a37ff-bcd9-458b-a115-0b0d3545756e.png,blurred,"[0.8269380927085876, 0.17306190729141235]"
1600637c-bdbd-4e17-9099-d20d2317afe9.png,sharp,"[2.5556615582900122e-05, 0.9999744892120361]"
5b5f4c34-13c9-49c5-b31f-ee8ea1b73912.png,blurred,"[0.7209275364875793, 0.27907249331474304]"
1f26d1f4-6105-46a0-ad01-a34ca9c5b37a.png,blurred,"[0.9652584195137024, 0.0347415916621685]"
33f0d5af-3258-436b-b589-2253f6133001.png,blurred,"[0.9820832014083862, 0.017916832119226456]"
e397882a-5d8a-4525-8522-29ed19161f8d.png,blurred,"[0.8486166000366211, 0.1513834446668625]"
ddc79334-53c0-4089-8962-5218c6d1ddcf.png,blurred,"[0.8284164667129517, 0.17158359289169312]"
ae5894ba-eea5-4424-b527-a76bc673a193.png,sharp,"[0.004245969466865063, 0.9957540035247803]"
e71282dd-183e-4130-a018-58913ae48310.png,sharp,"[0.0004655096272472292, 0.9995344877243042]"
f3a42a2e-6d81-47d4-9fe6-729559155999.png,blurred,"[0.700444221496582, 0.29955583810806274]"
f3e3ed27-aa54-4ed5-97be-9e0fba8cdbed.png,sharp,"[3.2335278774553444e-06, 0.9999967813491821]"
e0d74fff-7018-4c2f-b511-24209edba2ea.png,sharp,"[0.009161614812910557, 0.990838348865509]"
9d6481eb-1ceb-4c36-9562-c6d32ac2e456.png,sharp,"[0.12785610556602478, 0.8721439242362976]"
5be40a38-ffd2-413e-8b7a-cf30e088d21f.png,blurred,"[0.6949380040168762, 0.305061936378479]"
52f0789d-9ae3-4db5-8bae-8cbcb3af1eed.png,blurred,"[0.6783422231674194, 0.3216577470302582]"
3c70da86-08d0-42d8-a602-3d77bc6a70c6.png,sharp,"[0.04479625076055527, 0.9552037715911865]"
f0e8af38-7033-4f66-83dd-3b3270cca91e.png,sharp,"[0.016449077054858208, 0.9835508465766907]"
09e1ed46-2f88-43b2-863e-f4f4f41c7e75.png,blurred,"[0.999700665473938, 0.00029940163949504495]"
298c3754-6698-4442-85b5-cb60271174b0.png,blurred,"[0.9713439345359802, 0.02865605428814888]"
a856f0c4-0f1d-4b08-b1fe-6f9dfa15ef10.png,sharp,"[0.005610243882983923, 0.9943897128105164]"
17836d06-c712-4fc7-825f-bac07ca9b5e0.png,sharp,"[0.14546547830104828, 0.8545345067977905]"
79b263f6-bc35-4cf0-8297-ec6e8b082bb4.png,sharp,"[0.0015427287435159087, 0.9984573125839233]"
830b18d9-780f-4622-ae9f-3aaff06f8828.png,blurred,"[0.9878430366516113, 0.012156923301517963]"
a5bf97d8-3279-46ca-be83-9c4e6f29852b.png,sharp,"[0.0014822727534919977, 0.9985176920890808]"
07fb74e5-5928-4e92-b3f3-b6c8aef0293c.png,sharp,"[0.0035654569510370493, 0.9964345693588257]"
b303494a-084e-4346-a45b-e67309747117.png,blurred,"[0.6389695405960083, 0.3610305190086365]"
986b745a-c752-4b67-b642-d2876612bf21.png,sharp,"[0.004018330946564674, 0.9959816932678223]"
952ebca6-ed0e-4c52-8a2f-bac65e7e8811.png,sharp,"[0.24710136651992798, 0.7528986930847168]"
e014fbda-dc28-4275-a820-bc9754ef3bd8.png,sharp,"[0.025901641696691513, 0.9740983843803406]"
e2962372-37ea-4bf2-9125-dc47dd8b42d2.png,blurred,"[0.882205605506897, 0.11779443919658661]"
a461f851-b8bd-40a7-b1ac-c45d8e0567de.png,sharp,"[0.001350932288914919, 0.9986490607261658]"
98450561-8fa1-471b-ba66-3ad407e5c235.png,blurred,"[0.989092230796814, 0.010907762683928013]"
d9f609f3-3d2f-4a51-bba8-28f97bf67dae.png,blurred,"[0.9697599411010742, 0.03024003840982914]"
43d868f3-0452-4ecd-a25c-c487e96cb085.png,blurred,"[0.989061713218689, 0.01093835849314928]"
896b7d28-654b-4314-933d-5e8af2b188f9.png,blurred,"[0.9305843114852905, 0.06941565126180649]"
dcd27e88-5d7a-4acf-9880-a8fa3de7ec5e.png,sharp,"[0.1881321668624878, 0.8118678331375122]"
